custnmbr,addrcode,custname,address1,address2,address3,ccode,city,country,state,zip,name_clean,city_clean,state_clean,country_clean,zip_clean
5247951,9F03BA0,KUBXUMG GROUP INC                                                ,65 QUEEN ST W                                                ,SUITE 213                                                    ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5H 2M5    ,KUBXUMG GROUP,TORONTO,ON,CA,M5H2M5
8E804BD,F1D7789,KZ 1265 Bey Street Inc.                                          ,C/O BENTALLGREENOAK (CANADA) LIMITED PARTNERSHIP             ,130 BLOOR ST W                                               ,SUITE 502                                                    ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5S 1N5    ,KZ 1265 BEY STREET,TORONTO,ON,CA,M5S1N5
7A0C598,F1D7789,KZ 2085 KAMMAPY ROAD INC. c/o                                    ,40 University Avenue Suite 1200                              ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 1T1    ,KZ 2085 KAMMAPY ROAD C O,TORONTO,ON,CA,M5J1T1
B15F860,39F38A2,LES BUEMPATUAZ PAXTTEZA                                          ,DIV. K-BRO LINEN SYSTEMS                                     ,599 SIMONDS SUD                                              ,                                                             ,CA     ,GRANBY                             ,Canada                                                       ,QC                           ,J2J 1C1    ,LES BUEMPATUAZ PAXTTEZA,GRANBY,QC,CA,J2J1C1
7A2310D,4483483,LES INDUSTRIES DE NOUXEGA BOXYCAXX INC.                          ,454 RUE EDOUARD                                              ,                                                             ,                                                             ,CA     ,GRANBY                             ,Canada                                                       ,QC                           ,J2G 3Z3    ,LES INDUSTRIES DE NOUXEGA BOXYCAXX,GRANBY,QC,CA,J2G3Z3
2817C55,9ADC4B6,Les Toutz du Betc Waztnoumt                                      ,4700 RUE SAINTE-CATHERINE O                                  ,                                                             ,                                                             ,CA     ,WESTMOUNT                          ,Canada                                                       ,QC                           ,H3Z 1S6    ,LES TOUTZ DU BETC WAZTNOUMT,WESTMOUNT,QC,CA,H3Z1S6
237DE9B,26AE23F,LES UMVAZTUZZANAMTZ NOMUT INC                                    ,460 STE-CATHERINE OUEST                                      ,                                                             ,                                                             ,CA     ,MONTREAL                           ,Canada                                                       ,QC                           ,H3B 1A7    ,LES UMVAZTUZZANAMTZ NOMUT,MONTREAL,QC,CA,H3B1A7
BF727EB,76983E5,MAAXEMPZ GROUP LIMITED                                           ,SEASONS AT BLUE                                              ,170 JOZO WEIDER BLVD                                         ,                                                             ,CA     ,BLUE MOUNTAIN                      ,Canada                                                       ,ONTARIO                      ,L9Y 0V2    ,MAAXEMPZ GROUP,BLUE MOUNTAIN,ON,CA,L9Y0V2
6E0902F,99F5F6B,Maocom International Inc.                                        ,BURNSIDE INDUSTRIAL PARK                                     ,35 AKERLEY BLVD                                              ,                                                             ,CA     ,DARTMOUTH                          ,Canada                                                       ,NS                           ,B3B 1J7    ,MAOCOM INTERNATIONAL,DARTMOUTH,NS,CA,B3B1J7
4545C9C,F1D7789,Maw Ftomtuatz Ebotugumex Residential Corporation                 ,106-23 Lesmill Road                                          ,                                                             ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M3B 3P6    ,MAW FTOMTUATZ EBOTUGUMEX RESIDENTIAL,TORONTO,ON,CA,M3B3P6
E9AAF1B,36A4962,MAW XUFA NUXXZ LTD.                                              ,24162 DENFIELD RD RR 2                                       ,                                                             ,                                                             ,CA     ,DENFIELD                           ,Canada                                                       ,ONTARIO                      ,N0M 1P0    ,MAW XUFA NUXXZ,DENFIELD,ON,CA,N0M1P0
E8BBFE2,B7BD9E5,MAXAO SOLUTIONS CANADA CORP                                      ,MISSISSAUGA SOUTH PLANT                                      ,2620 ROYAL WINDSOR DR                                        ,                                                             ,CA     ,MISSISSAUGA                        ,Canada                                                       ,ON                           ,L5J 4E7    ,MAXAO SOLUTIONS CANADA,MISSISSAUGA,ON,CA,L5J4E7
8E6CE70,2DBC34E,MAXCO MECHANICAL LTD                                             ,GARMENT STREET CONDOS                                        ,108 GARMENT STREET                                           ,                                                             ,CA     ,KITCHENER                          ,Canada                                                       ,ON                           ,N2G 2B3    ,MAXCO MECHANICAL,KITCHENER,ON,CA,N2G2B3
7DB2A94,F241991,Maztxa Canada Inc                                                ,PO Box 250                                                   ,                                                             ,                                                             ,CA     ,Oshawa                             ,Canada                                                       ,ON                           ,L1H 7N1    ,MAZTXA CANADA,OSHAWA,ON,CA,L1H7N1
18F3147,BC824E3,MCO Building                                                     ,c/o McCOR Management (SK) Inc.                               ,"#300, 2550 12th Avenue                                       ",                                                             ,CA     ,Regina                             ,Canada                                                       ,SK                           ,S4P 3X1    ,MCO BUILDING,REGINA,SK,CA,S4P3X1
4EF3A4B,DCFC9B3,MEPXEM-HETTUZ PROPERTY NGNT INC                                  ,500 CHAMPAGNE DR                                             ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M3J 2T9    ,MEPXEM HETTUZ PROPERTY NGNT,TORONTO,ON,CA,M3J2T9
9EAFD0B,D726213,METUOMEX SERVICE BTOFAZZUOMEXZ                                   ,815 NORAH CRES                                               ,                                                             ,                                                             ,CA     ,THUNDER BAY                        ,Canada                                                       ,ONTARIO                      ,P7C 5H9    ,METUOMEX SERVICE BTOFAZZUOMEXZ,THUNDER BAY,ON,CA,P7C5H9
CF5479E,5A98A43,METUVA CHUXP AND FENUXY SERVICES                                 ,COMMERCIAL BUILDING                                          ,                                                             ,30 COLLEGE ST                                                ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M5G 1K2    ,METUVA CHUXP AND FENUXY SERVICES,TORONTO,ON,CA,M5G1K2
C181CB6,3B5E118,Mevepe Ltée                                                      ,8275 TRANSCANADIENNE RTE                                     ,                                                             ,                                                             ,CA     ,SAINT-LAURENT                      ,Canada                                                       ,QC                           ,H4S 0B6    ,MEVEPE LTEE,SAINT-LAURENT,QC,CA,H4S0B6
7A5EAF6,51BE5A2,MEYXOT BUILDING BETTMATZHUBZ                                     ,56 STAFFORD CRT                                              ,                                                             ,                                                             ,CA     ,CAMBRIDGE                          ,Canada                                                       ,ON                           ,N1T 1B3    ,MEYXOT BUILDING BETTMATZHUBZ,CAMBRIDGE,ON,CA,N1T1B3
7A5EAF6,72D6760,MEYXOT BUILDING BETTMATZHUBZ                                     ,CITY CENTRE CONDOMINIUMS                                     ,85 DUKE ST W                                                 ,                                                             ,CA     ,KITCHENER                          ,Canada                                                       ,ON                           ,N2H 4Y7    ,MEYXOT BUILDING BETTMATZHUBZ,KITCHENER,ON,CA,N2H4Y7
7A5EAF6,00AF3E6,MEYXOT BUILDING BETTMATZHUBZ                                     ,263 BUTLER ST                                                ,                                                             ,                                                             ,CA     ,LUCAN                              ,Canada                                                       ,ON                           ,N0M 2J0    ,MEYXOT BUILDING BETTMATZHUBZ,LUCAN,ON,CA,N0M2J0
2126CBA,F1D7789,MOTTAK MECHANICAL SERVICES                                       ,30 ADELAIDE ST E                                             ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M5C 3G8    ,MOTTAK MECHANICAL SERVICES,TORONTO,ON,CA,M5C3G8
99A2712,ECEB307,Mottak Mechanical  Services                                      ,1 Huttonville Dr.                                            ,                                                             ,                                                             ,CA     ,Brampton                           ,Canada                                                       ,ON                           ,L6X 0C2    ,MOTTAK MECHANICAL SERVICES,BRAMPTON,ON,CA,L6X0C2
EED7F82,9DB7D8B,MOTTH AMERICA CONSTRUCTION (2003) LTD                            ,21 QUEEN ST                                                  ,                                                             ,                                                             ,CA     ,MORRISTON                          ,Canada                                                       ,ON                           ,N0B 2C0    ,MOTTH AMERICA CONSTRUCTION 2003,MORRISTON,ON,CA,N0B2C0
782066C,6B526EA,MOTTH ZUTTAY NAPUCEX BUILDING LTD.                               ,#100 - 9656 KING GEORGE HWY                                  ,                                                             ,                                                             ,CA     ,SURREY                             ,Canada                                                       ,BRITISH COLUMBIA             ,V3T 2V5    ,MOTTH ZUTTAY NAPUCEX BUILDING,SURREY,BC,CA,V3T2V5
A0AFAA8,96B19B8,Motthatm Eut Amvutomnamtex Technologies Inc.                     ,suite 93                                                     ,                                                             ,                                                             ,CA     ,St Eustache                        ,Canada                                                       ,QC                           ,J7R 5C2    ,MOTTHATM EUT AMVUTOMNAMTEX TECHNOLOGIES,SAINT EUSTACHE,QC,CA,J7R5C2
769D701,F1D7789,Motthen - UE (QQT) Co-tamemcy                                    ,207 Queens Quay West                                         ,Suite #141                                                   ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5J 1A7    ,MOTTHEN UE QQT TAMEMCY,TORONTO,ON,CA,M5J1A7
FBB3CFA,3AA8CA3,MOTTHTUPGA                                                       ,496 POSTRIDGE DRIVE                                          ,                                                             ,                                                             ,CA     ,OAKVILLE                           ,Canada                                                       ,ON                           ,L6H 7A2    ,MOTTHTUPGA,OAKVILLE,ON,CA,L6H7A2
7FC864A,F1D7789,MotthWazt Healthcare Properties Corporation                      ,180 Dundas St West                                           ,Suite 1100                                                   ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M5G 1Z8    ,MOTTHWAZT HEALTHCARE PROPERTIES,TORONTO,ON,CA,M5G1Z8
7F86D9E,311D092,Motthzupa Btocazzumg                                             ,7 Commercial Street                                          ,                                                             ,                                                             ,CA     ,Louisbourg                         ,Canada                                                       ,NS                           ,B1C 1B5    ,MOTTHZUPA BTOCAZZUMG,LOUISBOURG,NS,CA,B1C1B5
7F86D9E,1C34BC6,Motthzupa Btocazzumg                                             ,139 Queen St                                                 ,                                                             ,                                                             ,CA     ,North Sydney                       ,Canada                                                       ,NS                           ,B2A 1A9    ,MOTTHZUPA BTOCAZZUMG,NORTH SYDNEY,NS,CA,B2A1A9
D020EDF,20DD8AA,Motthzypa Btocazzumg                                             ,7 Commercial St                                              ,                                                             ,                                                             ,CA     ,Louisbourg                         ,Canada                                                       ,NS                           ,B1C 1B5    ,MOTTHZYPA BTOCAZZUMG,LOUISBOURG,NS,CA,B1C1B5
1F59EEA,50B882E,MOTVUAW XOPGA                                                    ,44 ROB BLAKE WAY                                             ,                                                             ,                                                             ,CA     ,SIMCOE                             ,Canada                                                       ,ONTARIO                      ,N3Y 0E3    ,MOTVUAW XOPGA,SIMCOE,ON,CA,N3Y0E3
BB5C31F,A406F22,Move Zcotue Haexth Euthotuty (CAH)                               ,5 Chipman Drive                                              ,                                                             ,                                                             ,CA     ,Kentville                          ,Canada                                                       ,NS                           ,B4N 3V7    ,MOVE ZCOTUE HAEXTH EUTHOTUTY CAH,KENTVILLE,NS,CA,B4N3V7
CCB0E97,A406F22,Move Zcotue Haexth Euthotuty (CB)                                ,5 Chipman Drive                                              ,                                                             ,                                                             ,CA     ,Kentville                          ,Canada                                                       ,NS                           ,B4N 3V7    ,MOVE ZCOTUE HAEXTH EUTHOTUTY CB,KENTVILLE,NS,CA,B4N3V7
4C3F64B,2E8B0AF,MUCKAX CITY TAEXTY INC                                           ,ATTN LARRY/CONNIE                                            ,143 NORFOLK STREET                                           ,                                                             ,CA     ,GUELPH                             ,Canada                                                       ,ONTARIO                      ,N1H 4J7    ,MUCKAX CITY TAEXTY,GUELPH,ON,CA,N1H4J7
4BFC2DE,46703B0,MUEGETE CETHOXUC P Z B                                           ,ST. JOHN BOSCO                                               ,191 HIGHLAND AVE                                             ,                                                             ,CA     ,PORT COLBORNE                      ,Canada                                                       ,ONTARIO                      ,L3K 3S7    ,MUEGETE CETHOXUC P Z B,PORT COLBORNE,ON,CA,L3K3S7
08B4EE4,5181063,MUEGETE MOTTH COMPONUMUUN CORP                                   ,CHOWN MANAGEMENT                                             ,103-14 NORRIS PL                                             ,                                                             ,CA     ,ST CATHARINES                      ,Canada                                                       ,ONTARIO                      ,L2R 2W8    ,MUEGETE MOTTH COMPONUMUUN,SAINT CATHARINES,ON,CA,L2R2W8
C027F30,6F7DD67,MUHOTUZOM PLUMBING & HAETUMG INC                                 ,2415 STEVENAGE DR                                            ,UNIT 4                                                       ,                                                             ,CA     ,OTTAWA                             ,Canada                                                       ,ON                           ,K1G 3W1    ,MUHOTUZOM PLUMBING HAETUMG,OTTAWA,ON,CA,K1G3W1
B894BA9,D4858BE,MUTANB MECHANICAL SYSTEMS LTD                                    ,UNION STATION WEST WING                                      ,4-3535 LAIRD ROAD                                            ,                                                             ,CA     ,MISSISSAUGA                        ,Canada                                                       ,ONTARIO                      ,L5L 5YL    ,MUTANB MECHANICAL SYSTEMS,MISSISSAUGA,ON,CA,L5L5YL
B894BA9,81D8AA1,MUTANB MECHANICAL SYSTEMS LTD                                    ,NEW CENTRAL PUBLIC SCHOOL                                    ,3535 LAIRD ROAD UNIT 4                                       ,                                                             ,CA     ,OAKVILLE                           ,CA                                                           ,ONTARIO                      ,L6K 0A7    ,MUTANB MECHANICAL SYSTEMS,OAKVILLE,ON,CA,L6K0A7
B894BA9,6B1A08A,MUTANB MECHANICAL SYSTEMS LTD                                    ,C/O THE ELGIN THEATRE PROJECT                                ,3535 LAIRD ROAD UNIT 4                                       ,                                                             ,CA     ,OAKVILLE                           ,Canada                                                       ,ONTARIO                      ,L6K 0A7    ,MUTANB MECHANICAL SYSTEMS,OAKVILLE,ON,CA,L6K0A7
3411382,8091A65,Mutanb Mechanical Systems Ltd.                                   ,"3535 Laird Road, Unit 4                                      ",                                                             ,                                                             ,CA     ,Mississauga                        ,Canada                                                       ,ON                           ,L5L 5Y7    ,MUTANB MECHANICAL SYSTEMS,MISSISSAUGA,ON,CA,L5L5Y7
4B215D3,B169E8D,MZ Pabt of Ttemzbottetuom & Umfte Tamawex - Hexufex              ,PO BOX 186                                                   ,                                                             ,                                                             ,CA     ,HALIFAX                            ,Canada                                                       ,NS                           ,B3J 2N2    ,MZ PABT OF TTEMZBOTTETUOM UMFTE TAMAWEX HEXUFEX,HALIFAX,NS,CA,B3J2N2
C4DC44B,D47EB9E,MZCC 54 c/o Bampexa Property Management                          ,PO Box 290                                                   ,                                                             ,                                                             ,CA     ,Kingston                           ,Canada                                                       ,ON                           ,K7L 4V8    ,MZCC 54 C O BAMPEXA PROPERTY MANAGEMENT,KINGSTON,ON,CA,K7L4V8
9306DBB,99F5F6B,MZCC - Ekatxay Campus                                            ,21 WOODLAWN RD                                               ,                                                             ,                                                             ,CA     ,DARTMOUTH                          ,Canada                                                       ,NS                           ,B2W 2R7    ,MZCC EKATXAY CAMPUS,DARTMOUTH,NS,CA,B2W2R7
3C1AF92,99F5F6B,MZCC - Evuetuom Campus                                           ,375 Pleasant Street                                          ,Unit 100                                                     ,                                                             ,CA     ,Dartmouth                          ,Canada                                                       ,NS                           ,B2Y 4N4    ,MZCC EVUETUOM CAMPUS,DARTMOUTH,NS,CA,B2Y4N4
C036A91,2641CFD,MZCC68 c/o                                                       ,711 Ontario St. Box 727                                      ,                                                             ,                                                             ,CA     ,Cobourg                            ,Canada                                                       ,ON                           ,K9A 4R5    ,MZCC68 C O,COBOURG,ON,CA,K9A4R5
4B20F93,02BFE9D,NACHXUMAZ COMTTECTOTZ LTD.                                       ,31 CRAIG STREET                                              ,                                                             ,                                                             ,CA     ,BRAMPTON                           ,CA                                                           ,ONTARIO                      ,L6Y 1J2    ,NACHXUMAZ COMTTECTOTZ,BRAMPTON,ON,CA,L6Y1J2
EBF8C62,F9231BD,Naepowvexa Holdings Limited c/o                                  ,6880 Financial Drive                                         ,                                                             ,                                                             ,CA     ,MISSISSAUGA                        ,Canada                                                       ,ON                           ,L5N 7Y5    ,NAEPOWVEXA HOLDINGS C O,MISSISSAUGA,ON,CA,L5N7Y5
71B9B11,2A64420,Namkaz 110 Quaamz Quey Aezt Ltd.                                 ,4711 YONGE ST                                                ,SUITE 1400                                                   ,                                                             ,CA     ,NORTH YORK                         ,Canada                                                       ,ON                           ,M2N 7E4    ,NAMKAZ 110 QUAAMZ QUEY AEZT,NORTH YORK,ON,CA,M2N7E4
71B9B11,3905F34,Namkaz 110 Quaamz Quey Aezt Ltd.                                 ,4711 YONGE ST                                                ,SUITE 1400                                                   ,                                                             ,CA     ,NORTH YORK                         ,Canada                                                       ,ON                           ,M2N 7E4    ,NAMKAZ 110 QUAAMZ QUEY AEZT,NORTH YORK,ON,CA,M2N7E4
AFB45DA,F1D7789,NAMKAZ GTE UMPUZTTUEX HOLDINGS INC                               ,4711 YONGE STREET SUITE 1400                                 ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M2N 7E4    ,NAMKAZ GTE UMPUZTTUEX HOLDINGS,TORONTO,ON,CA,M2N7E4
23986F7,F1D7789,Namkaz Property Management Services Ltd.                         ,4711 YONGE ST                                                ,SUITE 1400                                                   ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M2N 7E4    ,NAMKAZ PROPERTY MANAGEMENT SERVICES,TORONTO,ON,CA,M2N7E4
23986F7,9147116,Namkaz Property Management Services Ltd.                         ,4711 YONGE ST                                                ,SUITE 1400                                                   ,                                                             ,CA     ,Toronto                            ,Canada                                                       ,ON                           ,M2N 6K8    ,NAMKAZ PROPERTY MANAGEMENT SERVICES,TORONTO,ON,CA,M2N6K8
2A55655,F1D7789,Namkaz Umuom Towat Inc.                                          ,4711 YONGE ST                                                ,SUITE 1400                                                   ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M2N 7E4    ,NAMKAZ UMUOM TOWAT,TORONTO,ON,CA,M2N7E4
AC6CFCD,C82E464,NAPTTOMUC CANADA UXC                                             ,PO BOX 778                                                   ,                                                             ,                                                             ,US     ,MINNEAPOLIS                        ,United States                                                ,MINNESOTA                    ,55440      ,NAPTTOMUC CANADA UXC,MINNEAPOLIS,MINNESOTA,US,55440
92BE268,D0C7C08,Natcexfa Fenuxy Pamtex Centre                                    ,7606 VILLAGE CENTER PL                                       ,                                                             ,                                                             ,CA     ,GREELY                             ,Canada                                                       ,ON                           ,K4P 0C8    ,NATCEXFA FENUXY PAMTEX CENTRE,GREELY,ON,CA,K4P0C8
4A35794,40B8E09,Natcexfa Taexty Company Limited                                  ,130 ALBERT ST                                                ,SUITE 210                                                    ,                                                             ,CA     ,OTTAWA                             ,Canada                                                       ,ON                           ,K1P 5G4    ,NATCEXFA TAEXTY,OTTAWA,ON,CA,K1P5G4
1F3994E,746AA65,NATTO XOGUZTUCZ INC.                                             ,666 ST. MARTIN BLVD WEST                                     ,SUITE 100                                                    ,Attn Accounts Payable                                        ,CA     ,LAVAL                              ,Canada                                                       ,QUEBEC                       ,H7M 5G4    ,NATTO XOGUZTUCZ,LAVAL,QC,CA,H7M5G4
5E1ADCA,53FEE54,NATTOZTET PLUMBING LTD.                                          ,41 WINGES RD                                                 ,UNIT 11                                                      ,                                                             ,CA     ,WOODBRIDGE                         ,Canada                                                       ,ON                           ,L4L 6B4    ,NATTOZTET PLUMBING,WOODBRIDGE,ON,CA,L4L6B4
3FC31D6,BC824E3,Naxcot Reit Bettmatzhub c/o NcCot Management                     ,300-2550 12TH AVE                                            ,                                                             ,                                                             ,CA     ,REGINA                             ,Canada                                                       ,SK                           ,S4P 3X1    ,NAXCOT REIT BETTMATZHUB C O NCCOT MANAGEMENT,REGINA,SK,CA,S4P3X1
64F0920,461A3B2,NAXOCHA Division de Zumtte                                       ,3125 Boul St. Charles                                        ,                                                             ,                                                             ,CA     ,Kirkland                           ,Canada                                                       ,QC                           ,H9H 3B9    ,NAXOCHA DIVISION DE ZUMTTE,KIRKLAND,QC,CA,H9H3B9
99646E8,0D8AF02,NC VAMTUXETUOM                                                   ,650 NOTRE-DAME WEST                                          ,                                                             ,                                                             ,CA     ,MONTREAL                           ,Canada                                                       ,QC                           ,H3C 1J2    ,NC VAMTUXETUOM,MONTREAL,QC,CA,H3C1J2
349F211,0FEFCAC,NCC 55                                                           ,9-133 Hwy 60                                                 ,                                                             ,                                                             ,CA     ,Huntsville                         ,Canada                                                       ,ON                           ,P1H 1C2    ,NCC 55,HUNTSVILLE,ON,CA,P1H1C2
F575902,35E6DAC,NcEzbhext Industries Ltd.                                        ,148 Bentley Ave                                              ,                                                             ,                                                             ,CA     ,Nepean                             ,Canada                                                       ,ON                           ,K2C 6T9    ,NCEZBHEXT INDUSTRIES,NEPEAN,ON,CA,K2C6T9
0A99975,9B822B1,NCGETTAXX TATUTANAMT FACILITY                                    ,ZZZMOVED TO A315746   355 MCGARRELL DR                       ,                                                             ,                                                             ,CA     ,LONDON                             ,Canada                                                       ,ONTARIO                      ,N6G 0B1    ,NCGETTAXX TATUTANAMT FACILITY,LONDON,ON,CA,N6G0B1
4769D94,F25986D,NCGUXX UNIVERSITY                                                ,FACILITIES MANAGEMENT - ACCOUNTS PAYABLE                     ,"1010 SHERBROOKE STREET WEST, 11TH FLOOR                      ",                                                             ,CA     ,MONTREAL                           ,Canada                                                       ,QUEBEC                       ,H3A 2R7    ,NCGUXX UNIVERSITY,MONTREAL,QC,CA,H3A2R7
F7D8384,8676F36,NcMeutm Beckegumg                                                ,125 Consumers Drive                                          ,                                                             ,                                                             ,CA     ,Whitby                             ,Canada                                                       ,ON                           ,L1N 1C4    ,NCMEUTM BECKEGUMG,WHITBY,ON,CA,L1N1C4
F7D8384,2CDD672,NcMeutm Beckegumg                                                ,125 Consumers Drive                                          ,                                                             ,                                                             ,CA     ,Whitby                             ,Canada                                                       ,ON                           ,L1N 1C4    ,NCMEUTM BECKEGUMG,WHITBY,ON,CA,L1N1C4
9773B81,F1D7789,NCPOMEXP'Z TAZTEUTEMTZ OF CEM                                    ,1 MCDONALDS PL                                               ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M3C 3L4    ,NCPOMEXPZ TAZTEUTEMTZ OF CEM,TORONTO,ON,CA,M3C3L4
6A926FA,39F38A2,Nebxa Ttaet Corporation (The)                                    ,1150 RUE ARTHUR-DANIS                                        ,                                                             ,                                                             ,CA     ,GRANBY                             ,Canada                                                       ,QC                           ,J2J 0T3    ,NEBXA TTAET THE,GRANBY,QC,CA,J2J0T3
2598A66,81D8DA3,NEBXA XAEF FOOPZ INC.                                            ,6985 FINANCIAL DRIVE                                         ,                                                             ,                                                             ,CA     ,MISSISSAUGA                        ,Canada                                                       ,ONTARIO                      ,L5N 0A1    ,NEBXA XAEF FOOPZ,MISSISSAUGA,ON,CA,L5N0A1
D220295,8ED1B78,NEBXA XAEF FOOPZ INC.                                            ,6985 FINANCIAL DRIVE                                         ,Att Accounts Payable                                         ,                                                             ,CA     ,MISSISSAUGA                        ,Canada                                                       ,ONTARIO                      ,L5N 0A1    ,NEBXA XAEF FOOPZ,MISSISSAUGA,ON,CA,L5N0A1
63B6B60,1CC232D,NEBXATUPGA MECHANICAL INC                                        ,EEC NOTRE DAME DE JEUNESSE                                   ,71 RITCHIE AVE                                               ,                                                             ,CA     ,AJAX                               ,Canada                                                       ,ON                           ,L1S 6S5    ,NEBXATUPGA MECHANICAL,AJAX,ON,CA,L1S6S5
63B6B60,DD0BE5D,NEBXATUPGA MECHANICAL INC                                        ,Unnamed Gertrude                                             ,460 Wilson Road South                                        ,                                                             ,CA     ,Oshawa                             ,Canada                                                       ,ONTARIO                      ,L1H 6C9    ,NEBXATUPGA MECHANICAL,OSHAWA,ON,CA,L1H6C9
63B6B60,F57108C,NEBXATUPGA MECHANICAL INC                                        ,C/O OSHAWA ARMOURY                                           ,53 SIMCOE ST N                                               ,                                                             ,CA     ,OSHAWA                             ,Canada                                                       ,ONTARIO                      ,L1G 4R9    ,NEBXATUPGA MECHANICAL,OSHAWA,ON,CA,L1G4R9
63B6B60,5FF74F6,NEBXATUPGA MECHANICAL INC                                        ,939 DILLINGHAM RD                                            ,                                                             ,                                                             ,CA     ,PICKERING                          ,Canada                                                       ,ON                           ,L1W 1Z7    ,NEBXATUPGA MECHANICAL,PICKERING,ON,CA,L1W1Z7
6178CDF,9BA5DB4,Nécemuqua BCU                                                    ,95 Boul De La Technologie                                    ,Local 113                                                    ,                                                             ,CA     ,Gatineau                           ,Canada                                                       ,QC                           ,J8Z 3G4    ,NECEMUQUA BCU,GATINEAU,QC,CA,J8Z3G4
8FEF6F1,1582804,NEGUCEX BAZT COMTTOX                                             ,75 A WILDCAT DRIVE                                           ,                                                             ,                                                             ,CA     ,NORTH YORK                         ,Canada                                                       ,ONTARIO                      ,M3J 2N6    ,NEGUCEX BAZT COMTTOX,NORTH YORK,ON,CA,M3J2N6
E37BC34,BC824E3,Nejaztuc Eut Inc.                                                ,1431 CORNWALL ST                                             ,                                                             ,                                                             ,CA     ,REGINA                             ,Canada                                                       ,SK                           ,S4R 2H8    ,NEJAZTUC EUT,REGINA,SK,CA,S4R2H8
7D17993,81D8DA3,NEJOT EUT SYSTEMS LTD                                            ,UNIVERSAL CONDO & THE REC CENTRE                             ,335 RATHBURN ROAD W                                          ,                                                             ,CA     ,MISSISSAUGA                        ,Canada                                                       ,ONTARIO                      ,L5B 0C8    ,NEJOT EUT SYSTEMS,MISSISSAUGA,ON,CA,L5B0C8
7D17993,1C5750F,NEJOT EUT SYSTEMS LTD                                            ,20 MURAL ST                                                  ,UNIT 1B                                                      ,                                                             ,CA     ,RICHMOND HILL                      ,Canada                                                       ,ON                           ,L4B 1K3    ,NEJOT EUT SYSTEMS,RICHMOND HILL,ON,CA,L4B1K3
CBA518F,BC824E3,Netquetpt Mechanical UXC                                         ,3200 12th Avenue                                             ,                                                             ,                                                             ,CA     ,Regina                             ,Canada                                                       ,SK                           ,S4T 1J9    ,NETQUETPT MECHANICAL UXC,REGINA,SK,CA,S4T1J9
348E1D7,ECEB307,Nettum Btowat of Canada Co.                                      ,525 Deerhurst Drive                                          ,                                                             ,                                                             ,CA     ,Brampton                           ,Canada                                                       ,ON                           ,L6T 5K3    ,NETTUM BTOWAT OF CANADA,BRAMPTON,ON,CA,L6T5K3
09A20E3,BC824E3,Nettux Solutions                                                 ,2333-6th Avenue                                              ,                                                             ,                                                             ,CA     ,Regina                             ,Canada                                                       ,SK                           ,S4R 1B4    ,NETTUX SOLUTIONS,REGINA,SK,CA,S4R1B4
088F479,26B0190,NEZAM MECHANICAL INC                                             ,MCFARLANE PS                                                 ,                                                             ,300 GARDEN ST                                                ,CA     ,WHITBY                             ,Canada                                                       ,ONTARIO                      ,L1N 3W4    ,NEZAM MECHANICAL,WHITBY,ON,CA,L1N3W4
D63E2AD,F1D7789,NJ (4960 Yomga) LP                                               ,812 LAWRENCE AVE W                                           ,                                                             ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ON                           ,M6A 0B5    ,NJ 4960 YOMGA,TORONTO,ON,CA,M6A0B5
7212DF1,F971689,NJZ Mechanical                                                   ,2401 144 AVE NE                                              ,                                                             ,                                                             ,CA     ,CALGARY                            ,Canada                                                       ,AB                           ,T3P 0T3    ,NJZ MECHANICAL,CALGARY,AB,CA,T3P0T3
FB74624,CB3B79C,NOPATM MUEGETE BUILDING SERVICES                                 ,A DIVISION OF MODERN NIAGARA TORONTO INC                     ,695 FLINT ROAD                                               ,                                                             ,CA     ,TORONTO                            ,Canada                                                       ,ONTARIO                      ,M3J 2T7    ,NOPATM MUEGETE BUILDING SERVICES,TORONTO,ON,CA,M3J2T7
84FB2C1,08F5E87,NOPATM MUEGETE BUILDING SERVICES INC.                            ,TIME SQUARE                                                  ,47 CLARENCE ST                                               ,                                                             ,CA     ,OTTAWA                             ,Canada                                                       ,ONTARIO                      ,K1N 9K1    ,NOPATM MUEGETE BUILDING SERVICES,OTTAWA,ON,CA,K1N9K1
A8C0B93,,Nopatm Muegete Building Services - Kumgztom                      ,                                                             ,                                                             ,                                                             ,       ,                                   ,                                                             ,                             ,           ,NOPATM MUEGETE BUILDING SERVICES KUMGZTOM,,,,
